contig	length	gc	stage1_fre	stage1_mean_depth	stage1_mean_cov	stage2_fre	stage2_mean_depth	stage2_mean_cov	control.fre	control.mean.depth	contro.mean.cov	annotation
k141_10402	520	0.425	1	7.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_4688	520	0.406	2	4.500	0.901	1	4.000	1.000	NA	NA	NA	NA
k141_6324	519	0.418	1	1.000	1.000	1	1.000	0.642	NA	NA	NA	NA
k141_8804	519	0.403	1	40.000	1.000	5	76.200	0.656	NA	NA	NA	NA
k141_10482	519	0.437	1	1.000	1.000	2	2.500	0.876	NA	NA	NA	NA
k141_5533	519	0.414	1	3.000	1.000	1	4.000	0.636	NA	NA	NA	NA
k141_4173	516	0.364	1	1.000	1.000	3	1.333	0.561	NA	NA	NA	NA
k141_7374	516	0.401	1	1.000	1.000	1	4.000	0.484	NA	NA	NA	NA
k141_2478	515	0.400	1	4.000	1.000	3	1.000	0.531	NA	NA	NA	NA
k141_9680	515	0.431	3	1.667	0.833	1	7.000	0.961	NA	NA	NA	NA
k141_10529	515	0.367	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_10179	515	0.441	1	1.000	1.000	1	2.000	0.911	NA	NA	NA	NA
k141_3106	513	0.363	1	1.000	1.000	2	1.500	0.472	NA	NA	NA	NA
k141_9821	512	0.396	2	3.500	0.735	1	1.000	0.395	NA	NA	NA	NA
k141_2864	512	0.367	1	4.000	0.439	1	1.000	0.266	NA	NA	NA	NA
k141_8143	512	0.402	2	1.500	0.679	1	1.000	0.225	NA	NA	NA	NA
k141_2789	511	0.401	1	2.000	1.000	2	4.000	0.886	NA	NA	NA	NA
k141_5527	511	0.376	1	2.000	1.000	1	1.000	0.491	NA	NA	NA	NA
k141_7550	511	0.419	1	4.000	1.000	4	3.500	0.831	NA	NA	NA	NA
k141_1398	511	0.393	2	2.500	0.857	1	2.000	0.986	NA	NA	NA	NA
k141_10378	511	0.399	1	1.000	1.000	4	1.250	0.694	NA	NA	NA	NA
k141_12	510	0.431	1	3.000	1.000	3	1.333	0.616	NA	NA	NA	NA
k141_4604	510	0.384	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_7581	509	0.361	1	3.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8563	509	0.387	3	7.000	0.999	1	10.000	0.955	NA	NA	NA	NA
k141_9115	509	0.424	3	1.333	0.616	1	1.000	0.809	NA	NA	NA	NA
k141_7087	509	0.407	2	1.000	0.651	0	0.000	0.000	NA	NA	NA	NA
k141_964	508	0.374	3	1.333	0.771	1	8.000	0.978	NA	NA	NA	NA
k141_4081	508	0.402	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_366	508	0.354	1	1.000	1.000	4	1.750	0.809	NA	NA	NA	NA
k141_5628	508	0.417	1	2.000	1.000	1	1.000	0.553	NA	NA	NA	NA
k141_10340	508	0.406	1	1101.000	1.000	5	90.200	0.813	NA	NA	NA	NA
k141_9343	508	0.396	4	1.250	0.661	1	2.000	0.890	NA	NA	NA	NA
k141_9021	507	0.394	1	1.000	1.000	1	1.000	0.408	NA	NA	NA	NA
k141_7421	507	0.367	1	1.000	1.000	2	2.000	0.783	NA	NA	NA	NA
k141_9645	506	0.366	1	3.000	1.000	5	1.200	0.617	NA	NA	NA	NA
k141_8382	506	0.387	1	1.000	1.000	5	1.000	0.625	NA	NA	NA	NA
k141_9522	506	0.375	2	7.000	1.000	1	12.000	0.887	NA	NA	NA	NA
k141_413	505	0.406	1	1.000	1.000	1	1.000	0.416	NA	NA	NA	NA
k141_9965	505	0.402	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8613	505	0.364	1	1.000	1.000	2	1.000	0.324	NA	NA	NA	NA
k141_2788	505	0.349	2	1.500	0.829	0	0.000	0.000	NA	NA	NA	NA
k141_6762	504	0.415	3	2.000	0.552	1	2.000	0.494	NA	NA	NA	NA
k141_2835	504	0.421	3	1.333	0.612	0	0.000	0.000	NA	NA	NA	NA
k141_6470	504	0.351	1	40.000	1.000	1	52.000	1.000	NA	NA	NA	NA
k141_9720	504	0.359	1	1.000	1.000	3	5.667	0.937	NA	NA	NA	NA
k141_2089	502	0.369	2	4.500	0.866	1	12.000	1.000	NA	NA	NA	NA
k141_487	502	0.384	3	18.667	1.000	1	46.000	1.000	NA	NA	NA	NA
k141_4529	501	0.289	1	2.000	1.000	1	9.000	0.569	NA	NA	NA	NA
k141_8601	501	0.421	3	1.000	0.760	1	1.000	0.958	NA	NA	NA	NA
k141_6535	501	0.383	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_3877	501	0.427	1	3.000	1.000	3	1.000	0.823	NA	NA	NA	NA
k141_10447	501	0.393	1	1.000	1.000	3	1.333	0.607	NA	NA	NA	NA
k141_2076	500	0.408	1	1.000	0.964	2	1.000	0.703	NA	NA	NA	NA
k141_9823	500	0.420	1	1.000	1.000	2	1.000	0.834	NA	NA	NA	NA
k141_9244	500	0.424	1	1.000	0.950	2	2.500	0.886	NA	NA	NA	NA
k141_10356	500	0.386	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_6525	500	0.362	1	1.000	1.000	1	3.000	0.888	NA	NA	NA	NA
k141_10437	500	0.398	2	1.500	0.683	0	0.000	0.000	NA	NA	NA	NA
k141_8565	499	0.417	1	3.000	1.000	2	2.500	0.633	NA	NA	NA	NA
k141_9540	499	0.393	2	5.000	0.995	1	1.000	0.613	NA	NA	NA	NA
k141_405	497	0.394	2	1.000	0.816	1	1.000	1.000	NA	NA	NA	NA
k141_870	497	0.386	1	25.000	1.000	1	4.000	0.984	NA	NA	NA	NA
k141_8726	496	0.397	1	1.000	0.998	0	0.000	0.000	NA	NA	NA	NA
k141_10029	496	0.407	1	1.000	1.000	1	1.000	0.371	NA	NA	NA	NA
k141_7735	496	0.387	1	1.000	0.891	0	0.000	0.000	NA	NA	NA	NA
k141_9670	496	0.440	1	2.000	1.000	3	1.000	0.442	NA	NA	NA	NA
k141_10386	496	0.377	1	8.000	1.000	2	5.000	0.748	NA	NA	NA	NA
k141_5121	495	0.390	1	2.000	1.000	1	1.000	0.164	NA	NA	NA	NA
k141_10290	495	0.366	1	2.000	1.000	2	1.000	0.599	NA	NA	NA	NA
k141_2572	495	0.410	2	1.000	0.731	1	1.000	0.838	NA	NA	NA	NA
k141_4847	494	0.379	3	2.000	0.772	1	2.000	0.455	NA	NA	NA	NA
k141_9824	494	0.383	1	1.000	0.858	4	2.000	0.716	NA	NA	NA	NA
k141_6198	494	0.399	1	2.000	1.000	1	1.000	0.998	NA	NA	NA	NA
k141_9319	494	0.385	1	351.000	1.000	3	39.000	0.767	NA	NA	NA	NA
k141_9993	493	0.408	1	6.000	1.000	3	3.000	0.681	NA	NA	NA	NA
k141_9111	492	0.400	1	14.000	1.000	1	7.000	0.949	NA	NA	NA	NA
k141_10060	492	0.404	1	490.000	1.000	1	127.000	1.000	NA	NA	NA	NA
k141_4820	492	0.409	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_10433	491	0.381	1	63.000	1.000	1	25.000	1.000	NA	NA	NA	NA
k141_9207	491	0.385	3	1.333	0.706	1	4.000	0.621	NA	NA	NA	NA
k141_3004	491	0.381	2	1.500	0.860	1	1.000	0.507	NA	NA	NA	NA
k141_7224	491	0.375	1	2.000	1.000	3	1.000	0.306	NA	NA	NA	NA
k141_6986	491	0.387	1	10.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_1494	490	0.373	1	1.000	1.000	2	1.000	0.168	NA	NA	NA	NA
k141_7849	490	0.420	1	2.000	1.000	2	1.000	0.318	NA	NA	NA	NA
k141_9951	490	0.400	1	456.000	1.000	4	64.750	0.876	NA	NA	NA	NA
k141_8292	490	0.424	1	1.000	1.000	4	1.500	0.698	NA	NA	NA	NA
k141_1174	489	0.372	2	1.500	0.832	1	1.000	0.928	NA	NA	NA	NA
k141_1976	489	0.407	2	2.000	0.765	1	3.000	0.963	NA	NA	NA	NA
k141_5530	489	0.380	1	9.000	1.000	1	4.000	0.814	NA	NA	NA	NA
k141_3903	489	0.393	1	2.000	1.000	1	1.000	0.524	NA	NA	NA	NA
k141_5572	489	0.407	1	1.000	1.000	4	3.750	0.968	NA	NA	NA	NA
k141_4151	487	0.380	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_10028	487	0.400	1	358.000	1.000	3	40.333	0.834	NA	NA	NA	NA
k141_7883	487	0.368	1	1.000	1.000	1	1.000	0.232	NA	NA	NA	NA
k141_10518	487	0.419	1	2.000	1.000	2	3.500	0.597	NA	NA	NA	NA
k141_1825	487	0.374	1	1.000	0.924	2	1.000	0.567	NA	NA	NA	NA
k141_9561	486	0.432	1	1.000	1.000	1	1.000	0.895	NA	NA	NA	NA
k141_9922	486	0.385	1	17.000	1.000	3	83.333	0.820	NA	NA	NA	NA
k141_1859	485	0.400	1	2.000	1.000	1	1.000	0.520	NA	NA	NA	NA
k141_8467	485	0.355	1	4.000	1.000	1	1.000	0.243	NA	NA	NA	NA
k141_1501	485	0.445	1	2.000	1.000	1	1.000	0.800	NA	NA	NA	NA
k141_7497	485	0.386	3	1.000	0.654	0	0.000	0.000	NA	NA	NA	NA
k141_4276	485	0.404	3	2.333	0.921	0	0.000	0.000	NA	NA	NA	NA
k141_9114	484	0.415	1	1.000	1.000	1	1.000	0.769	NA	NA	NA	NA
k141_8871	484	0.403	1	1045.000	1.000	4	101.000	0.896	NA	NA	NA	NA
k141_9398	484	0.399	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_4617	484	0.376	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_7510	484	0.409	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_1776	483	0.358	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_4813	483	0.400	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8130	483	0.404	3	3.000	0.903	1	5.000	1.000	NA	NA	NA	NA
k141_52	483	0.418	1	2.000	1.000	3	6.000	0.692	NA	NA	NA	NA
k141_9292	483	0.414	1	1.000	1.000	3	2.333	0.749	NA	NA	NA	NA
k141_7001	483	0.398	1	1.000	0.957	1	1.000	0.708	NA	NA	NA	NA
k141_5214	483	0.379	2	2.000	0.857	0	0.000	0.000	NA	NA	NA	NA
k141_9544	483	0.387	1	2.000	1.000	3	1.333	0.678	NA	NA	NA	NA
k141_8437	483	0.387	1	11.000	0.990	3	3.667	0.674	NA	NA	NA	NA
k141_7625	482	0.388	2	1.000	0.760	1	2.000	0.614	NA	NA	NA	NA
k141_4801	482	0.396	1	1.000	1.000	1	2.000	0.539	NA	NA	NA	NA
k141_3768	482	0.405	3	4.667	0.977	1	11.000	0.932	NA	NA	NA	NA
k141_5816	481	0.380	1	1.000	0.726	1	1.000	0.622	NA	NA	NA	NA
k141_10302	480	0.367	3	1.000	0.969	0	0.000	0.000	NA	NA	NA	NA
k141_7007	480	0.379	1	4.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_1505	480	0.419	1	1.000	1.000	3	1.000	0.759	NA	NA	NA	NA
k141_2104	480	0.398	1	1.000	0.988	3	1.000	0.443	NA	NA	NA	NA
k141_9137	480	0.415	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_7526	480	0.390	1	429.000	1.000	4	44.000	0.921	NA	NA	NA	NA
k141_10381	479	0.395	1	1.000	1.000	1	1.000	0.962	NA	NA	NA	NA
k141_7874	479	0.372	2	1.500	0.793	0	0.000	0.000	NA	NA	NA	NA
k141_10405	479	0.403	1	1.000	1.000	1	3.000	0.580	NA	NA	NA	NA
k141_9931	479	0.357	1	1.000	1.000	2	1.000	0.435	NA	NA	NA	NA
k141_9619	478	0.387	2	1.000	0.888	0	0.000	0.000	NA	NA	NA	NA
k141_2794	477	0.371	1	1.000	0.994	1	1.000	0.392	NA	NA	NA	NA
k141_1410	476	0.387	1	6.000	1.000	5	1.600	0.739	NA	NA	NA	NA
k141_9219	476	0.395	1	1.000	1.000	1	1.000	0.372	NA	NA	NA	NA
k141_6326	476	0.387	2	1.500	0.963	0	0.000	0.000	NA	NA	NA	NA
k141_6114	476	0.384	1	1.000	0.935	0	0.000	0.000	NA	NA	NA	NA
k141_8407	475	0.402	1	398.000	1.000	3	77.667	0.881	NA	NA	NA	NA
k141_7036	475	0.415	2	1.000	0.468	1	1.000	0.724	NA	NA	NA	NA
k141_9598	475	0.392	3	2.333	0.965	1	3.000	0.914	NA	NA	NA	NA
k141_9856	474	0.352	1	36.000	1.000	7	22.429	0.763	NA	NA	NA	NA
k141_2608	474	0.414	2	1.000	0.603	1	1.000	0.867	NA	NA	NA	NA
k141_5164	474	0.401	2	1.000	0.620	0	0.000	0.000	NA	NA	NA	NA
k141_746	474	0.392	4	1.500	0.866	1	2.000	0.614	NA	NA	NA	NA
k141_9750	473	0.410	1	1.000	1.000	1	1.000	0.939	NA	NA	NA	NA
k141_2052	473	0.362	1	3.000	1.000	1	2.000	0.996	NA	NA	NA	NA
k141_5738	473	0.366	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_2937	473	0.400	2	1.000	0.601	1	1.000	0.205	NA	NA	NA	NA
k141_6946	472	0.381	2	1.000	0.769	1	1.000	0.782	NA	NA	NA	NA
k141_9214	472	0.383	1	2.000	1.000	1	2.000	0.731	NA	NA	NA	NA
k141_3042	472	0.424	1	1.000	1.000	3	1.667	0.604	NA	NA	NA	NA
k141_3948	472	0.386	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9671	471	0.399	1	1.000	1.000	1	1.000	0.136	NA	NA	NA	NA
k141_8474	471	0.393	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_4535	471	0.435	1	1.000	1.000	2	3.000	0.826	NA	NA	NA	NA
k141_3931	471	0.420	2	1.000	0.961	0	0.000	0.000	NA	NA	NA	NA
k141_6553	471	0.397	1	51.000	1.000	1	16.000	0.994	NA	NA	NA	NA
k141_484	471	0.350	1	3.000	1.000	1	4.000	0.890	NA	NA	NA	NA
k141_9297	470	0.396	1	2.000	1.000	4	2.250	0.556	NA	NA	NA	NA
k141_508	470	0.409	3	1.333	0.581	1	1.000	0.366	NA	NA	NA	NA
k141_1595	469	0.301	1	8.000	1.000	1	17.000	1.000	NA	NA	NA	NA
k141_9359	469	0.422	1	1.000	1.000	1	2.000	0.748	NA	NA	NA	NA
k141_6767	469	0.412	1	1.000	1.000	1	1.000	0.162	NA	NA	NA	NA
k141_5914	468	0.372	1	124.000	1.000	4	32.750	0.789	NA	NA	NA	NA
k141_4412	468	0.372	1	1.000	1.000	2	1.000	0.629	NA	NA	NA	NA
k141_9403	468	0.363	1	1.000	1.000	4	3.000	0.374	NA	NA	NA	NA
k141_5424	468	0.400	1	3.000	1.000	5	1.600	0.532	NA	NA	NA	NA
k141_2785	467	0.426	3	1.000	0.782	0	0.000	0.000	NA	NA	NA	NA
k141_4695	467	0.390	2	2.000	0.838	1	1.000	0.358	NA	NA	NA	NA
k141_6166	467	0.418	1	1.000	0.946	0	0.000	0.000	NA	NA	NA	NA
k141_1762	466	0.416	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8564	465	0.370	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9730	465	0.398	1	1.000	1.000	3	1.333	0.676	NA	NA	NA	NA
k141_8840	465	0.361	2	1.000	0.797	0	0.000	0.000	NA	NA	NA	NA
k141_647	465	0.359	1	1.000	1.000	3	1.333	0.553	NA	NA	NA	NA
k141_4157	465	0.419	1	1.000	1.000	4	2.000	0.841	NA	NA	NA	NA
k141_6557	465	0.387	2	3.000	0.916	1	1.000	0.925	NA	NA	NA	NA
k141_1845	464	0.422	1	1.000	1.000	2	1.500	0.792	NA	NA	NA	NA
k141_5300	464	0.390	3	1.000	0.850	1	1.000	0.720	NA	NA	NA	NA
k141_9746	464	0.397	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_612	463	0.369	2	2.500	0.915	1	5.000	1.000	NA	NA	NA	NA
k141_1519	463	0.404	1	1.000	1.000	4	3.000	0.747	NA	NA	NA	NA
k141_10108	462	0.424	2	1.000	0.963	0	0.000	0.000	NA	NA	NA	NA
k141_8477	462	0.418	2	1.500	0.788	1	3.000	0.758	NA	NA	NA	NA
k141_7284	462	0.431	2	1.500	0.963	1	1.000	0.874	NA	NA	NA	NA
k141_4202	462	0.385	1	2.000	1.000	1	1.000	0.394	NA	NA	NA	NA
k141_10288	462	0.426	1	1.000	1.000	1	1.000	0.403	NA	NA	NA	NA
k141_2602	462	0.433	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_4497	462	0.387	2	1.000	0.686	1	1.000	0.374	NA	NA	NA	NA
k141_4629	461	0.356	3	1.000	0.732	1	2.000	0.577	NA	NA	NA	NA
k141_3667	461	0.377	3	4.667	0.999	1	12.000	1.000	NA	NA	NA	NA
k141_7207	461	0.408	1	8.000	1.000	5	21.400	0.732	NA	NA	NA	NA
k141_4366	460	0.383	3	1.667	0.443	1	1.000	0.715	NA	NA	NA	NA
k141_9116	460	0.391	3	6.000	0.978	1	14.000	0.970	NA	NA	NA	NA
k141_7437	460	0.365	1	2.000	1.000	2	4.500	0.620	NA	NA	NA	NA
k141_8544	460	0.407	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9634	459	0.407	1	3.000	1.000	4	2.750	0.875	NA	NA	NA	NA
k141_3286	459	0.366	1	2.000	1.000	1	1.000	0.407	NA	NA	NA	NA
k141_10353	459	0.390	1	14.000	1.000	1	38.000	1.000	NA	NA	NA	NA
k141_9483	459	0.423	2	1.000	0.754	0	0.000	0.000	NA	NA	NA	NA
k141_10214	459	0.388	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9788	458	0.380	1	9.000	1.000	1	1.000	0.561	NA	NA	NA	NA
k141_2619	458	0.400	1	1.000	0.801	4	1.500	0.846	NA	NA	NA	NA
k141_10452	458	0.443	1	1.000	1.000	3	1.667	0.892	NA	NA	NA	NA
k141_4979	458	0.378	1	2.000	0.828	2	2.000	0.834	NA	NA	NA	NA
k141_4972	458	0.395	2	1.000	0.797	1	1.000	0.498	NA	NA	NA	NA
k141_9930	457	0.405	1	3.000	1.000	1	1.000	0.247	NA	NA	NA	NA
k141_661	457	0.381	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_470	457	0.405	3	1.333	0.810	0	0.000	0.000	NA	NA	NA	NA
k141_4155	456	0.382	1	1.000	1.000	1	1.000	0.768	NA	NA	NA	NA
k141_7218	456	0.360	1	2.000	1.000	3	80.333	0.487	NA	NA	NA	NA
k141_2379	455	0.411	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9155	455	0.360	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9418	455	0.376	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_7364	454	0.366	3	1.333	0.729	1	2.000	0.694	NA	NA	NA	NA
k141_9911	454	0.401	2	3.000	0.982	1	5.000	0.885	NA	NA	NA	NA
k141_10054	454	0.370	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8494	453	0.442	2	1.000	0.709	0	0.000	0.000	NA	NA	NA	NA
k141_4556	453	0.371	1	6.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_4840	453	0.391	2	1.000	0.949	0	0.000	0.000	NA	NA	NA	NA
k141_6697	453	0.395	1	2.000	1.000	1	1.000	0.965	NA	NA	NA	NA
k141_1181	453	0.424	2	1.500	0.825	1	2.000	0.757	NA	NA	NA	NA
k141_3690	453	0.411	1	1.000	1.000	3	1.667	0.610	NA	NA	NA	NA
k141_4784	452	0.431	2	1.000	0.946	1	5.000	0.854	NA	NA	NA	NA
k141_6408	452	0.378	2	1.000	0.913	1	5.000	0.650	NA	NA	NA	NA
k141_6498	452	0.367	1	1.000	0.996	0	0.000	0.000	NA	NA	NA	NA
k141_8377	452	0.398	1	1.000	1.000	1	2.000	0.947	NA	NA	NA	NA
k141_9022	452	0.396	1	197.000	1.000	2	12.500	0.956	NA	NA	NA	NA
k141_5186	451	0.388	1	1.000	0.672	2	1.500	0.598	NA	NA	NA	NA
k141_10468	451	0.388	4	1.000	0.778	0	0.000	0.000	NA	NA	NA	NA
k141_9751	451	0.419	1	3.000	1.000	1	4.000	0.896	NA	NA	NA	NA
k141_10062	451	0.435	2	1.000	0.946	0	0.000	0.000	NA	NA	NA	NA
k141_9976	451	0.426	1	1.000	1.000	1	1.000	0.869	NA	NA	NA	NA
k141_7793	450	0.402	1	1.000	0.980	2	3.000	0.852	NA	NA	NA	NA
k141_9860	450	0.387	3	1.333	0.777	1	2.000	0.413	NA	NA	NA	NA
k141_7091	450	0.387	2	3.000	0.969	1	1.000	0.840	NA	NA	NA	NA
k141_1128	450	0.433	3	4.667	0.943	1	2.000	0.736	NA	NA	NA	NA
k141_9165	449	0.419	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_6701	449	0.408	1	2.000	1.000	4	1.000	0.722	NA	NA	NA	NA
k141_5728	449	0.372	2	1.000	0.728	0	0.000	0.000	NA	NA	NA	NA
k141_4388	448	0.413	1	2.000	1.000	2	1.000	0.374	NA	NA	NA	NA
k141_10026	448	0.417	1	3.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_7192	448	0.424	1	1.000	1.000	1	2.000	1.000	NA	NA	NA	NA
k141_6872	448	0.420	1	2.000	1.000	3	1.333	0.857	NA	NA	NA	NA
k141_9102	448	0.411	2	1.000	0.570	1	1.000	0.828	NA	NA	NA	NA
k141_9989	447	0.427	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_9293	447	0.409	3	1.000	0.632	1	1.000	0.702	NA	NA	NA	NA
k141_9120	447	0.394	1	3.000	1.000	3	1.000	0.485	NA	NA	NA	NA
k141_6335	447	0.391	2	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_2813	447	0.378	1	2.000	1.000	1	1.000	1.000	NA	NA	NA	NA
k141_511	447	0.311	1	10.000	1.000	3	6.333	0.858	NA	NA	NA	NA
k141_6960	446	0.383	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_3075	446	0.413	1	2.000	1.000	1	2.000	0.933	NA	NA	NA	NA
k141_6310	445	0.380	1	1.000	1.000	1	1.000	0.984	NA	NA	NA	NA
k141_8401	445	0.398	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_2827	445	0.402	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8320	445	0.375	2	2.000	0.791	1	1.000	0.202	NA	NA	NA	NA
k141_2883	445	0.337	1	4.000	1.000	2	1.000	0.691	NA	NA	NA	NA
k141_7116	445	0.418	1	1.000	1.000	1	1.000	0.571	NA	NA	NA	NA
k141_9336	445	0.429	1	3.000	1.000	3	2.333	0.767	NA	NA	NA	NA
k141_2575	444	0.374	2	1.000	0.759	1	1.000	0.786	NA	NA	NA	NA
k141_6816	444	0.378	1	2.000	1.000	3	2.333	0.849	NA	NA	NA	NA
k141_6593	444	0.394	2	2.000	0.952	1	3.000	1.000	NA	NA	NA	NA
k141_6022	444	0.428	3	2.000	0.947	1	3.000	1.000	NA	NA	NA	NA
k141_9414	444	0.381	1	1.000	0.872	1	5.000	0.998	NA	NA	NA	NA
k141_9777	444	0.448	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_135	444	0.358	3	3.667	1.000	1	11.000	1.000	NA	NA	NA	NA
k141_4336	444	0.396	2	1.500	0.718	1	1.000	0.162	NA	NA	NA	NA
k141_3873	444	0.360	1	1.000	0.811	1	1.000	0.545	NA	NA	NA	NA
k141_7469	443	0.379	2	1.000	0.673	0	0.000	0.000	NA	NA	NA	NA
k141_6401	443	0.379	1	1.000	0.792	1	3.000	0.939	NA	NA	NA	NA
k141_5348	443	0.359	1	65.000	1.000	2	35.500	0.804	NA	NA	NA	NA
k141_10014	443	0.422	2	1.500	0.960	0	0.000	0.000	NA	NA	NA	NA
k141_5405	443	0.433	1	4.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_2779	442	0.425	3	1.333	0.772	1	10.000	1.000	NA	NA	NA	NA
k141_3929	442	0.382	1	1.000	1.000	2	2.000	0.840	NA	NA	NA	NA
k141_9132	442	0.441	1	2.000	1.000	3	1.000	0.577	NA	NA	NA	NA
k141_9648	442	0.414	1	2.000	1.000	2	1.000	0.317	NA	NA	NA	NA
k141_8842	442	0.371	1	1.000	0.799	1	1.000	0.851	NA	NA	NA	NA
k141_457	442	0.403	3	1.000	0.925	1	1.000	0.629	NA	NA	NA	NA
k141_8750	442	0.382	2	2.000	0.748	1	2.000	0.710	NA	NA	NA	NA
k141_3983	441	0.379	1	2.000	1.000	3	3.000	0.902	NA	NA	NA	NA
k141_6471	440	0.425	1	1.000	0.882	4	1.000	0.693	NA	NA	NA	NA
k141_4211	440	0.375	1	1.000	1.000	1	4.000	0.955	NA	NA	NA	NA
k141_7518	440	0.441	3	2.667	0.999	1	1.000	0.843	NA	NA	NA	NA
k141_9792	440	0.400	3	1.333	0.748	1	6.000	1.000	NA	NA	NA	NA
k141_761	440	0.359	1	2.000	1.000	3	1.333	0.723	NA	NA	NA	NA
k141_10316	439	0.394	3	1.000	0.905	1	1.000	0.558	NA	NA	NA	NA
k141_7353	439	0.358	1	1.000	0.656	1	1.000	0.606	NA	NA	NA	NA
k141_8067	439	0.376	1	3.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_2003	439	0.374	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_8527	439	0.424	1	3.000	1.000	3	2.000	0.793	NA	NA	NA	NA
k141_10442	438	0.397	1	144.000	1.000	1	62.000	1.000	NA	NA	NA	NA
k141_8969	438	0.384	3	3.333	0.887	1	4.000	0.947	NA	NA	NA	NA
k141_1911	438	0.377	1	1.000	1.000	3	1.000	0.645	NA	NA	NA	NA
k141_6272	438	0.374	1	2.000	1.000	5	1.600	0.862	NA	NA	NA	NA
k141_2440	437	0.384	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_10487	437	0.416	1	1.000	1.000	1	1.000	0.945	NA	NA	NA	NA
k141_1165	437	0.453	2	1.000	0.888	1	1.000	0.595	NA	NA	NA	NA
k141_5436	437	0.378	1	1.000	1.000	1	1.000	0.668	NA	NA	NA	NA
k141_971	437	0.444	1	1.000	1.000	1	2.000	0.945	NA	NA	NA	NA
k141_36	437	0.330	1	6.000	1.000	2	2.500	0.764	NA	NA	NA	NA
k141_10463	437	0.391	1	2.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_6597	437	0.380	1	1.000	0.966	2	1.000	0.976	NA	NA	NA	NA
k141_8825	437	0.366	1	2.000	1.000	3	1.333	0.829	NA	NA	NA	NA
k141_9923	436	0.369	1	2.000	1.000	2	2.500	0.595	NA	NA	NA	NA
k141_3507	436	0.369	2	2.000	0.568	0	0.000	0.000	NA	NA	NA	NA
k141_10149	435	0.386	2	1.000	0.763	1	3.000	0.961	NA	NA	NA	NA
k141_10383	435	0.375	2	1.000	0.866	0	0.000	0.000	NA	NA	NA	NA
k141_10540	435	0.368	1	1.000	1.000	0	0.000	0.000	NA	NA	NA	NA
k141_6633	435	0.379	1	1.000	1.000	2	1.000	0.601	NA	NA	NA	NA
k141_7551	435	0.379	1	1.000	1.000	3	1.000	0.523	NA	NA	NA	NA
k141_6679	435	0.434	2	1.000	0.640	0	0.000	0.000	NA	NA	NA	NA
k141_1809	435	0.382	1	1.000	1.000	3	1.000	0.451	NA	NA	NA	NA
